"name","segment","what_they_do","town","district","province","ownership","parent","scale","pacra_number","pacra_status","isic","ncc_grade","officeholder","confidence","evidence","lat","lng","coord_basis","notes","sources"
"LINDBERG GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, other mining and quarrying",,,,,,,"120251035789","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 14/11/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"LUSAKA GOLD AND PLATINUM REFINERY LIMITED","smelter_refiner","Gold and platinum refinery associated with Lusaka",,,,,,,"120210018340","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 19/07/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"MADELLION MINERAL REFINERY LIMITED","smelter_refiner","Mineral refinery, mining support services",,,,,,,"120220031829","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 25/04/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"NDOLA GOLD REFINERY LIMITED","smelter_refiner","Gold refinery associated with Ndola, Copperbelt",,,,,,,"120251028394","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 09/07/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"NINTY NINE NINE GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, non-ferrous metal ores",,,,,,,"120251034436","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 20/10/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"NKANA ALLOY SMELTING COMPANY LIMITED","smelter_refiner","Reprocesses the historic Nkana slag dump at Kitwe, smelting the slag into a copper/cobalt alloy","Kitwe","Kitwe","Copperbelt","Subsidiary of ENRC (BVI) Limited","ENRC (BVI) Limited","Holds large-scale mining licence 7071-HQ-LML over the Nkana slag dump copper and cobalt resource","120120108175","Active","Mining of other non-ferrous metal ores",,,"high","non-registry source evidences operations","-12.8024","28.2132","town centroid, not a company address","Formed specifically to process slag material from the Nkana Slag Dump in Kitwe. The dump was previously part of Chambishi Metals Plc, in which ZCCM-IH holds 10%. Reported in 2025 as part of a proposed US$50 million acquisition of ENRC's Zambian copper/cobalt assets by Hedong Technology.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC | https://forum.aboutzccmih.com/viewtopic.php?t=9932 | https://news.metal.com/newscontent/101115122-hedong-technology-plans-to-spend-us-50-million-to-acquire-enrc-which-has-copper-and-cobalt-resources-in-zambia"
"NKWAZI PUREGOLD REFINERS AND EXPORTS LIMITED","smelter_refiner","Gold refining and export company",,,,,,,"120261039954","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 29/01/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"ORO PURO REFINERY LIMITED","smelter_refiner","Refinery company, mining support services",,,,,,,"120251037701","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 17/12/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"POCHY SMELTER ZAMBIA LIMITED","smelter_refiner","Smelting company, mining support services",,,,,,,"120070069952","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 04/12/2007. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"SERENJE SMELTING ZAMBIA LIMITED","smelter_refiner","Smelting company associated with Serenje, Central Province",,,,,,,"120210013828","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 15/03/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"SINO-AFRICA RESOURCES AND SMELTING LIMITED","smelter_refiner","Iron and steel smelting company using ore and ferrous scrap",,,,,,,"120220040431","Active","Manufacture of basic iron and steel",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/10/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"SINOMINE KITUMBA REFINERY COMPANY LIMITED","smelter_refiner","Refinery company incorporated to serve Sinomine Resource Group's Kitumba copper project at Mumbwa","Mumbwa","Mumbwa","Central","Chinese-owned; part of the Sinomine Resource Group corporate family in Zambia","Sinomine Resource Group Co., Ltd. (China)",,"120251037715","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only","-14.9833","27.0667","town centroid, not a company address","Registered very recently, 17/12/2025, and paired in the PACRA register with SINOMINE KITUMBA MINERALS COMPANY LIMITED (120230058252, registered 16/10/2023), which is the mining vehicle for the Kitumba copper deposit in Mumbwa district, Central Province. The refinery entity itself has no published plant, capacity or address yet, so it is best read as a project company at this stage. Sinomine's wider Zambian footprint also includes SINOMINE INTERNATIONAL (ZAMBIA) ENGINEERING COMPANY LIMITED and, historically, SINOMINE ROCK AND MINERAL ANALYSIS TIANJIN ZAMBIA COMPANY LIMITED (now inactive).","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC | https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SINOMINE&SortyBy=entity%20name&Direction=ASC"
"SMELTCO METALS ZAMBIA LIMITED","smelter_refiner","Metals smelting company registered in Zambia",,,,,,,"120220042478","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 25/11/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"SOUTHERN AFRICAN GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, mining support services",,,,,,,"120251038362","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 30/12/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"SUN GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, other mining and quarrying",,,,,,,"120230057918","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 09/10/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"SUPREME SMELTING LIMITED","smelter_refiner","Smelting company, manufacture of basic precious and other non-ferrous metals",,,,,,,"120220040651","Active","Manufacture of basic precious and other non-ferrous metals",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 17/10/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=SMELT&SortyBy=entity%20name&Direction=ASC"
"WHITELINE GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, non-specialized wholesale trade",,,,,,,"120220026410","Active","Non-specialized wholesale trade",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 11/01/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"XTREAM TRADE REFINERY LIMITED","smelter_refiner","Trade and refinery company, non-ferrous metal ores",,,,,,,"120251022947","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 27/03/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"ZAMLEACH GOLD REFINERY LIMITED","smelter_refiner","Gold leaching and refining company",,,,,,,"120261046425","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 13/05/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"ZAMSWISS GOLD REFINERY LIMITED","smelter_refiner","Gold refinery, mining support services",,,,,,,"120241014110","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/10/2024. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"ZEDGOLD REFINERY AND GEM PROCESSORS LIMITED","smelter_refiner","Combined gold refinery and gemstone processing business",,,,,,,"120210024056","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 23/11/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=REFIN&SortyBy=entity%20name&Direction=ASC"
"Barcolina Water Treatment Solutions","tailings_water","Water treatment business; PACRA ISIC 'Treatment and disposal of non-hazardous waste'",,,,"Zambian registered business name",,"Registered 05/03/2024","320241005659","Active","Treatment and disposal of non-hazardous waste",,,"medium","registry record and/or indirect evidence only",,,,"Mine-water application is not confirmed; recorded as a candidate in a segment where Zambian specialists are thin on the registers.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=WATER%20TREATMENT%20SOLUTIONS&SortyBy=entity%20name&Direction=ASC"
"Flood Gates Geological Consultants","tailings_water","Geological consultancy registered with PACRA under ISIC 'Collection of hazardous waste' - an unusual pairing that points to mine-waste and contaminated-water work",,,,"Zambian registered business name",,"Registered 2003","320030111525","Active","Collection of hazardous waste",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Knight Piesold (2013) Limited","tailings_water","Zambian entity of Knight Piesold, specialist consulting engineers for tailings storage facilities, water management, dams and mine infrastructure",,,,"Foreign-linked consultancy group","Knight Piesold (international group)","PACRA registration 12/02/2013; a predecessor business name KNIGHT PIESOLD ZAMBIA (319840026498) has been on the register since 1984","120130109397","Active","Other professional, scientific and technical activities n.e.c.",,,"high","non-registry source evidences operations",,,,"The 1984 business-name registration indicates a four-decade continuous Zambian presence in tailings and water engineering.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=KNIGHT%20PIESOLD&SortyBy=entity%20name&Direction=ASC"
"Zero Geo Geological and Environmental Consultancy","tailings_water","Geological and environmental consultancy; PACRA ISIC 'Research and experimental development on natural sciences and engineering'. Environmental and water studies are the regulatory gate for tailings and mine-water permitting",,,,"Zambian registered business name",,"Registered 2021","320210021151","Active","Research and experimental development on natural sciences and engineering",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"ABAL MINERAL TRADING LIMITED","trader","Mineral trading company, wholesale trade",,,,,,,"120190006984","Active","Non-specialized wholesale trade",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/09/2019. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"AMS COMMODITIES LIMITED","trader","Commodities company dealing in non-ferrous metal ores",,,,,,,"120200002855","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 15/04/2020. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=COMMODITIES&SortyBy=entity%20name&Direction=ASC"
"ATOM MINERAL TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120251019972","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 06/02/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"BIG BEAR MINERALS TRADING LIMITED","trader","Mineral trading company registered in Zambia",,,,,,,"120251031259","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 26/08/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"BRIGHT STAR MINERAL TRADING COMPANY LIMITED","trader","Mineral trading company, mining support services",,,,,,,"120220039463","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 21/09/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"BULLION COMMODITIES ZAMBIA LIMITED","trader","Bullion and commodities wholesale trader",,,,,,,"120200006230","Active","Non-specialized wholesale trade",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 07/08/2020. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BULLION&SortyBy=entity%20name&Direction=ASC"
"BULLISH MINERALS TRADING & MINING LIMITED","trader","Combined minerals trading and mining company",,,,,,,"120261050498","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 17/07/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"CATHODEX MINERAL RESOURCES LIMITED","trader","Mineral resources company, copper cathode focus implied by name",,,,,,,"120210016626","Active","Management consultancy activities",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 28/05/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=CATHODE&SortyBy=entity%20name&Direction=ASC"
"CHIMWAMUKE MINERAL TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120220028696","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 22/02/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"CHIWIL MINERAL TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120210017898","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 01/07/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"CONSOLIDATED MINERAL RESOURCES TRADING LIMITED","trader","Mineral resources trading company",,,,,,,"120220036473","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 22/07/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"DAVMAC MINERAL TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120220032964","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 16/05/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"DEVBHOOMI MINE AND MINERALS TRADING LIMITED","trader","Mining and mineral trading company registered in Zambia",,,,,,,"120251036581","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 28/11/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"ESCOM MINERALS TRADING LIMITED","trader","Zambian-registered mineral trading company",,,,,,,"120210021925","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 11/10/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"ESKON MINERALS AND TRADING LIMITED","trader","Minerals trading company, non-ferrous metal ores",,,,,,,"120230055172","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 18/08/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"FORD MINERAL TRADINGS LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120230056119","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 06/09/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"GENIUS MINERAL MINING AND TRADING LIMITED","trader","Combined mineral mining and trading company",,,,,,,"120251021160","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 25/02/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"GENUINE BULLION TRADING LIMITED","trader","Bullion trader classified as wholesale of metals and metal ores",,,,,,,"120251021534","Active","Wholesale of metals and metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 03/03/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BULLION&SortyBy=entity%20name&Direction=ASC"
"GOLDBERG MINERALS TRADING LIMITED","trader","Minerals trading company, mining support services",,,,,,,"120261046713","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 15/05/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"HUNDFOLD COMMODITIES LIMITED","trader","Commodities company dealing in non-ferrous metal ores",,,,,,,"120241009961","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/07/2024. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=COMMODITIES&SortyBy=entity%20name&Direction=ASC"
"I & I MINERAL TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120251028522","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 10/07/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
